Id,Neighborhood,MS Zoning_RM,Land Contour_HLS,Roof Style_Mansard,Exterior 1st_BrkFace,Bsmt Exposure_Gd,Functional_Typ,Sale Type_New,MS SubClass Kitchen AbvGr,Lot Frontage Overall Qual,Lot Area Overall Qual,Lot Area Screen Porch,Lot Area Heating QC,Overall Qual^2,Overall Qual Gr Liv Area,Overall Qual Bsmt Full Bath,Overall Qual TotRms AbvGrd,Overall Qual Fireplaces,Overall Qual Garage Area,Overall Qual Exter Qual,Overall Qual age_when_sold,Overall Cond Total Bsmt SF,Overall Cond 1st Flr SF,Overall Cond Gr Liv Area,Year Remod/Add^2,Mas Vnr Area Garage Cars,Mas Vnr Area Pool Area,Mas Vnr Area Misc Val,BsmtFin SF 1 Garage Cars,BsmtFin SF 1 Mo Sold,BsmtFin SF 1 Heating QC,BsmtFin SF 2 Pool Area,Total Bsmt SF Garage Cars,1st Flr SF Heating QC,Gr Liv Area Heating QC,Gr Liv Area Kitchen Qual,Bsmt Full Bath Exter Qual,Bsmt Half Bath Misc Val,Full Bath Wood Deck SF,Kitchen AbvGr age_when_sold,Fireplaces Garage Cars,Fireplaces Exter Qual,Garage Area Kitchen Qual,Kitchen Qual age_when_sold,Exter Qual age_when_sold
2856,0,0,0,0,0,0,1,0,50.0,420.0,50820.0,0.0,20328.0,25.0,7325.0,0.0,30.0,10.0,1200.0,10.0,335.0,4960.0,4960.0,7325.0,3802500.0,0.0,0.0,0.0,646.0,4522.0,1292.0,0.0,992.0,1984.0,2930.0,2930.0,0.0,0.0,0.0,67.0,2.0,4.0,480.0,134.0,134.0
1394,0,0,0,0,0,0,0,0,80.0,425.0,69125.0,0.0,41475.0,25.0,8005.0,0.0,30.0,0.0,1500.0,10.0,250.0,3198.0,6126.0,9606.0,3948169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0,3063.0,4803.0,3202.0,0.0,0.0,280.0,50.0,0.0,0.0,600.0,100.0,100.0
2587,0,0,0,0,0,0,0,0,80.0,275.0,38500.0,0.0,38500.0,25.0,5725.0,0.0,30.0,0.0,3420.0,10.0,250.0,2107.0,8015.0,8015.0,3825936.0,0.0,0.0,0.0,542.0,2439.0,1355.0,0.0,602.0,5725.0,5725.0,2290.0,0.0,0.0,0.0,50.0,0.0,0.0,1368.0,100.0,100.0
61,1,0,0,0,0,0,1,0,60.0,480.0,139464.0,4462848.0,87165.0,64.0,19800.0,0.0,56.0,8.0,7696.0,24.0,96.0,8145.0,8225.0,12375.0,3992004.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,4887.0,8225.0,12375.0,7425.0,0.0,0.0,46.0,12.0,3.0,3.0,2886.0,36.0,36.0
2661,0,1,0,0,0,0,1,0,75.0,490.0,44100.0,0.0,31500.0,49.0,14728.0,0.0,63.0,0.0,3024.0,14.0,672.0,7356.0,7356.0,12624.0,4020025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2452.0,6130.0,10520.0,4208.0,0.0,0.0,0.0,96.0,0.0,0.0,864.0,192.0,192.0
2711,0,0,0,0,0,0,1,0,80.0,480.0,62196.0,0.0,31098.0,36.0,5604.0,0.0,24.0,0.0,2016.0,12.0,252.0,6384.0,6538.0,6538.0,3857296.0,0.0,0.0,0.0,456.0,3192.0,1368.0,0.0,912.0,2802.0,2802.0,1868.0,0.0,500.0,77.0,42.0,0.0,0.0,672.0,84.0,84.0
1147,1,0,0,0,0,0,1,0,60.0,456.0,55746.0,0.0,46455.0,36.0,10260.0,0.0,42.0,0.0,3036.0,18.0,90.0,4160.0,4160.0,8550.0,3972049.0,240.0,0.0,0.0,852.0,2556.0,2130.0,0.0,1664.0,4160.0,8550.0,5130.0,0.0,0.0,288.0,15.0,0.0,0.0,1518.0,45.0,45.0
757,0,1,0,0,0,0,1,0,70.0,488.71428571428567,34650.0,0.0,28875.0,36.0,8562.0,0.0,42.0,0.0,2274.0,12.0,564.0,3381.0,5187.0,9989.0,4008004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.0,3705.0,7135.0,4281.0,0.0,0.0,0.0,94.0,0.0,0.0,1137.0,282.0,188.0
2623,0,0,0,0,1,0,1,0,20.0,240.0,28800.0,0.0,21600.0,16.0,4160.0,0.0,16.0,0.0,1680.0,8.0,224.0,0.0,5200.0,5200.0,3802500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3120.0,3120.0,2080.0,0.0,0.0,0.0,56.0,0.0,0.0,840.0,112.0,112.0
2378,0,0,0,0,0,0,1,0,160.0,144.0,13074.0,0.0,8716.0,36.0,8736.0,0.0,36.0,6.0,2760.0,12.0,180.0,4275.0,4275.0,7280.0,3904576.0,0.0,0.0,0.0,140.0,490.0,280.0,0.0,1710.0,3420.0,5824.0,2912.0,0.0,0.0,0.0,30.0,2.0,2.0,920.0,60.0,60.0
1413,0,0,0,0,0,0,1,0,60.0,300.0,56160.0,0.0,28080.0,36.0,7614.0,0.0,42.0,0.0,1680.0,18.0,276.0,4968.0,4968.0,10152.0,4004001.0,216.0,0.0,0.0,324.0,3564.0,972.0,0.0,621.0,1863.0,3807.0,2538.0,0.0,0.0,0.0,46.0,0.0,0.0,560.0,92.0,138.0
1722,1,0,0,0,0,0,1,0,120.0,352.0,51536.0,0.0,32210.0,64.0,10960.0,0.0,48.0,8.0,3872.0,24.0,8.0,6850.0,6850.0,6850.0,4024036.0,356.0,0.0,0.0,48.0,240.0,120.0,0.0,2740.0,6850.0,6850.0,4110.0,0.0,0.0,240.0,1.0,2.0,3.0,1452.0,3.0,3.0
1112,1,0,0,0,0,0,1,0,60.0,516.0,87588.0,0.0,72990.0,36.0,11598.0,0.0,54.0,6.0,4008.0,18.0,6.0,4470.0,4470.0,9665.0,4028049.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,2682.0,4470.0,9665.0,5799.0,0.0,0.0,200.0,1.0,3.0,3.0,2004.0,3.0,3.0
1623,1,0,0,0,0,0,1,0,60.0,405.65641952983725,51822.0,0.0,34548.0,36.0,10284.0,6.0,42.0,6.0,2706.0,12.0,48.0,4615.0,4735.0,8570.0,4000000.0,0.0,0.0,0.0,1742.0,3484.0,3484.0,0.0,1846.0,3788.0,6856.0,3428.0,2.0,0.0,512.0,8.0,2.0,2.0,902.0,16.0,16.0
1201,1,0,0,0,0,0,1,0,60.0,456.0,54720.0,0.0,27360.0,36.0,11256.0,0.0,48.0,6.0,3240.0,18.0,204.0,5406.0,5658.0,11256.0,3896676.0,540.0,0.0,0.0,884.0,3094.0,1326.0,0.0,1802.0,2829.0,5628.0,5628.0,0.0,0.0,0.0,34.0,2.0,3.0,1620.0,102.0,102.0
1513,0,0,0,0,0,0,1,0,30.0,268.0,20568.0,0.0,15426.0,16.0,5168.0,0.0,24.0,0.0,820.0,8.0,340.0,6643.0,6643.0,9044.0,4032064.0,0.0,0.0,0.0,224.0,1344.0,672.0,0.0,949.0,2847.0,3876.0,3876.0,0.0,0.0,0.0,85.0,0.0,0.0,615.0,255.0,170.0
957,1,0,0,0,1,1,1,0,20.0,1050.0,1506715.0,0.0,645735.0,49.0,14252.0,14.0,56.0,14.0,3591.0,14.0,308.0,10680.0,10180.0,10180.0,3861225.0,0.0,0.0,0.0,2472.0,7416.0,3708.0,0.0,4272.0,6108.0,6108.0,4072.0,4.0,0.0,0.0,44.0,4.0,4.0,1026.0,88.0,88.0
1171,1,0,0,0,0,0,1,0,120.0,315.0,36981.0,0.0,20545.0,81.0,14013.0,9.0,45.0,9.0,4356.0,27.0,81.0,7785.0,7785.0,7785.0,4000000.0,520.0,0.0,0.0,2282.0,6846.0,5705.0,0.0,3114.0,7785.0,7785.0,6228.0,3.0,0.0,248.0,9.0,2.0,3.0,1936.0,36.0,27.0
1145,1,0,0,0,0,0,1,0,60.0,525.0,57995.0,0.0,33140.0,49.0,12159.0,0.0,49.0,0.0,3542.0,21.0,112.0,4180.0,4220.0,8685.0,3968064.0,0.0,0.0,0.0,794.0,1985.0,1588.0,0.0,1672.0,3376.0,6948.0,5211.0,0.0,0.0,384.0,16.0,0.0,0.0,1518.0,48.0,48.0
2726,1,0,0,0,0,0,1,0,20.0,473.2658227848101,142485.0,0.0,61065.0,49.0,12810.0,7.0,42.0,14.0,3647.0,14.0,273.0,11190.0,10980.0,10980.0,3869089.0,246.0,0.0,0.0,1620.0,4860.0,2430.0,0.0,3730.0,5490.0,5490.0,3660.0,2.0,0.0,0.0,39.0,4.0,4.0,1042.0,78.0,78.0
703,0,1,1,0,0,0,1,0,60.0,420.0,23646.0,0.0,13512.0,49.0,9723.0,0.0,42.0,14.0,1680.0,14.0,441.0,5208.0,5656.0,11112.0,3968064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651.0,2828.0,5556.0,2778.0,0.0,0.0,0.0,63.0,2.0,4.0,480.0,126.0,126.0
760,0,1,0,0,0,0,0,0,85.0,344.0,20640.0,825600.0,15480.0,16.0,3568.0,4.0,20.0,0.0,0.0,8.0,344.0,5148.0,5352.0,5352.0,3802500.0,0.0,0.0,0.0,0.0,5243.0,2247.0,0.0,0.0,2676.0,2676.0,2676.0,2.0,0.0,0.0,86.0,0.0,0.0,0.0,258.0,172.0
1964,0,0,0,0,1,0,1,0,20.0,338.0470162748644,37500.0,0.0,37500.0,25.0,5200.0,5.0,30.0,0.0,1430.0,10.0,240.0,7280.0,7280.0,7280.0,4012009.0,0.0,0.0,0.0,574.0,4018.0,2870.0,0.0,1040.0,5200.0,5200.0,3120.0,2.0,0.0,0.0,48.0,0.0,0.0,858.0,144.0,96.0
2512,1,0,0,0,0,0,1,0,160.0,245.0,26145.0,0.0,18675.0,49.0,10164.0,7.0,42.0,0.0,3542.0,21.0,49.0,3455.0,3565.0,7260.0,3996001.0,436.0,0.0,0.0,900.0,1350.0,2250.0,0.0,1382.0,3565.0,7260.0,4356.0,3.0,0.0,0.0,7.0,0.0,0.0,1518.0,21.0,21.0
159,0,0,0,0,0,0,1,0,180.0,384.0,41874.0,0.0,27916.0,36.0,6336.0,12.0,24.0,0.0,3456.0,12.0,180.0,5280.0,5280.0,5280.0,3920400.0,0.0,0.0,0.0,2112.0,6336.0,4224.0,0.0,2112.0,4224.0,4224.0,2112.0,4.0,0.0,0.0,60.0,0.0,0.0,1152.0,60.0,60.0
1281,0,0,0,0,0,0,1,0,60.0,426.0,42336.0,0.0,21168.0,36.0,10776.0,6.0,48.0,6.0,2898.0,12.0,270.0,3900.0,4915.0,8980.0,3853369.0,830.0,0.0,0.0,800.0,4000.0,1200.0,0.0,1560.0,2949.0,5388.0,3592.0,2.0,0.0,0.0,45.0,2.0,2.0,966.0,90.0,90.0
468,1,0,0,0,0,0,1,0,60.0,732.0,71466.0,0.0,59555.0,36.0,9360.0,0.0,36.0,6.0,2400.0,18.0,24.0,3420.0,3420.0,7800.0,4020025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1368.0,3420.0,7800.0,4680.0,0.0,0.0,200.0,4.0,2.0,3.0,1200.0,12.0,12.0
290,0,0,0,0,0,0,1,0,30.0,488.71428571428567,47340.0,1309740.0,23670.0,36.0,5136.0,6.0,24.0,6.0,2394.0,12.0,426.0,5136.0,5136.0,5136.0,3802500.0,0.0,0.0,0.0,476.0,714.0,714.0,0.0,1712.0,2568.0,2568.0,1712.0,2.0,0.0,0.0,71.0,2.0,2.0,798.0,142.0,142.0
665,0,0,0,0,0,0,1,0,30.0,300.0,54000.0,0.0,32400.0,25.0,4230.0,0.0,20.0,0.0,2880.0,10.0,445.0,5040.0,5922.0,5922.0,3802500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,2538.0,2538.0,2538.0,0.0,0.0,0.0,89.0,0.0,0.0,1728.0,267.0,178.0
1463,1,0,0,0,0,0,1,0,60.0,651.6190476190476,90000.0,0.0,56250.0,64.0,18320.0,0.0,72.0,8.0,6232.0,24.0,48.0,5640.0,5745.0,11450.0,4008004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2256.0,5745.0,11450.0,6870.0,0.0,0.0,0.0,6.0,2.0,3.0,2337.0,18.0,18.0
1792,1,0,0,0,0,0,1,0,60.0,490.0,67235.0,0.0,48025.0,49.0,13839.0,0.0,49.0,0.0,4018.0,21.0,7.0,4910.0,4910.0,9885.0,4024036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2946.0,4910.0,9885.0,5931.0,0.0,0.0,480.0,1.0,0.0,0.0,1722.0,3.0,3.0
923,1,0,1,0,0,0,1,0,20.0,400.0,73400.0,1688200.0,73400.0,25.0,6365.0,0.0,25.0,0.0,1535.0,10.0,245.0,5092.0,5092.0,5092.0,3841600.0,0.0,0.0,0.0,793.0,4758.0,3965.0,0.0,1273.0,6365.0,6365.0,2546.0,0.0,0.0,483.0,49.0,0.0,0.0,614.0,98.0,98.0
500,1,0,0,0,0,0,1,0,60.0,553.0,71456.0,0.0,51040.0,49.0,16408.0,0.0,49.0,7.0,6223.0,21.0,91.0,6320.0,6385.0,11720.0,3988009.0,2763.0,0.0,0.0,0.0,0.0,0.0,0.0,3792.0,6385.0,11720.0,7032.0,0.0,0.0,440.0,13.0,3.0,3.0,2667.0,39.0,39.0
1408,0,0,0,0,0,1,1,0,30.0,425.0,97750.0,0.0,97750.0,25.0,7590.0,5.0,25.0,10.0,0.0,10.0,340.0,11060.0,10626.0,10626.0,4028049.0,0.0,0.0,0.0,0.0,1035.0,5175.0,0.0,0.0,7590.0,7590.0,1518.0,2.0,0.0,0.0,68.0,0.0,4.0,0.0,68.0,136.0
331,0,1,0,0,0,0,1,0,180.0,84.0,5964.0,0.0,7455.0,16.0,2520.0,4.0,12.0,0.0,0.0,8.0,152.0,3780.0,3780.0,3780.0,3888784.0,0.0,0.0,0.0,0.0,750.0,750.0,0.0,0.0,3150.0,3150.0,1260.0,2.0,0.0,96.0,38.0,0.0,0.0,0.0,76.0,76.0
170,0,1,0,0,0,0,0,0,50.0,240.0,19200.0,0.0,14400.0,16.0,7376.0,4.0,36.0,8.0,960.0,8.0,440.0,3545.0,5785.0,9220.0,3818116.0,771.0,0.0,0.0,48.0,48.0,144.0,0.0,709.0,3471.0,5532.0,3688.0,2.0,0.0,84.0,110.0,2.0,4.0,480.0,220.0,220.0
2192,0,0,0,0,0,0,1,0,20.0,240.0,32688.0,0.0,24516.0,16.0,3072.0,0.0,16.0,4.0,1420.0,8.0,208.0,3840.0,3840.0,3840.0,3822025.0,0.0,0.0,0.0,544.0,3808.0,1632.0,0.0,768.0,2304.0,2304.0,1536.0,0.0,0.0,0.0,52.0,1.0,2.0,710.0,104.0,104.0
2571,0,0,0,0,0,0,1,0,75.0,1392.0,203352.0,0.0,101676.0,64.0,24896.0,8.0,64.0,8.0,6360.0,24.0,704.0,5440.0,5440.0,12448.0,3960100.0,0.0,0.0,0.0,2072.0,3108.0,4144.0,94208.0,2720.0,5440.0,12448.0,9336.0,3.0,0.0,0.0,88.0,2.0,3.0,2385.0,264.0,264.0
2314,1,0,0,0,0,0,1,0,60.0,488.71428571428567,78186.0,0.0,52124.0,36.0,8988.0,0.0,36.0,6.0,2454.0,12.0,66.0,3455.0,3455.0,7490.0,3984016.0,0.0,0.0,0.0,1184.0,4144.0,2368.0,0.0,1382.0,2764.0,5992.0,2996.0,0.0,0.0,630.0,11.0,2.0,2.0,818.0,22.0,22.0
2647,0,1,0,0,0,0,1,0,30.0,250.0,28165.0,0.0,16899.0,25.0,4220.0,0.0,25.0,0.0,1080.0,10.0,405.0,5908.0,5908.0,5908.0,3802500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,844.0,2532.0,2532.0,1688.0,0.0,0.0,50.0,81.0,0.0,0.0,432.0,162.0,162.0
422,1,0,0,0,0,0,1,0,60.0,990.0,128313.0,0.0,71285.0,81.0,24948.0,9.0,90.0,27.0,6786.0,36.0,18.0,8880.0,8970.0,13860.0,4028049.0,2178.0,0.0,0.0,4080.0,8160.0,6800.0,0.0,5328.0,8970.0,13860.0,11088.0,4.0,0.0,405.0,2.0,9.0,12.0,3016.0,8.0,8.0
2457,1,0,0,0,0,0,1,1,20.0,392.0,167168.0,0.0,104480.0,64.0,16776.0,8.0,64.0,8.0,9072.0,24.0,8.0,10385.0,10485.0,10485.0,4024036.0,0.0,0.0,0.0,5163.0,1721.0,8605.0,0.0,6231.0,10485.0,10485.0,8388.0,3.0,0.0,192.0,1.0,3.0,3.0,4536.0,4.0,3.0
1838,1,0,0,0,0,0,1,1,120.0,329.0,29610.0,0.0,21150.0,49.0,9464.0,0.0,35.0,7.0,3262.0,21.0,7.0,6760.0,6760.0,6760.0,4028049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2704.0,6760.0,6760.0,4056.0,0.0,0.0,0.0,1.0,2.0,3.0,1398.0,3.0,3.0
2805,1,0,0,0,0,0,1,1,60.0,960.0,124888.0,0.0,78055.0,64.0,15352.0,0.0,64.0,8.0,5480.0,24.0,0.0,5395.0,5395.0,9595.0,4024036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2158.0,5395.0,9595.0,5757.0,0.0,0.0,0.0,0.0,2.0,3.0,2055.0,0.0,0.0
1645,1,0,0,0,0,0,1,0,20.0,405.65641952983725,65760.0,0.0,32880.0,36.0,7704.0,6.0,30.0,0.0,2880.0,12.0,138.0,6420.0,6420.0,6420.0,3936256.0,0.0,0.0,0.0,512.0,1024.0,768.0,0.0,2568.0,3852.0,3852.0,2568.0,2.0,0.0,0.0,23.0,0.0,0.0,960.0,46.0,46.0
1711,1,0,0,0,0,0,1,0,60.0,744.0,95992.0,0.0,59995.0,64.0,18992.0,0.0,80.0,8.0,5248.0,24.0,32.0,5905.0,6170.0,11870.0,4016016.0,1020.0,0.0,0.0,0.0,0.0,0.0,0.0,3543.0,6170.0,11870.0,9496.0,0.0,0.0,208.0,4.0,3.0,3.0,2624.0,16.0,12.0
2825,0,0,0,0,0,0,1,0,60.0,630.0,77420.0,0.0,55300.0,49.0,16198.0,0.0,63.0,7.0,3514.0,21.0,21.0,5750.0,5820.0,11570.0,4020025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300.0,5820.0,11570.0,6942.0,0.0,0.0,0.0,3.0,2.0,3.0,1506.0,9.0,9.0
322,1,0,1,0,0,1,1,0,20.0,801.0,118926.0,0.0,66070.0,81.0,18162.0,0.0,90.0,9.0,6714.0,36.0,18.0,10010.0,10090.0,10090.0,4036081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6006.0,10090.0,10090.0,8072.0,0.0,0.0,288.0,2.0,3.0,4.0,2984.0,8.0,8.0
2103,1,0,0,0,0,0,1,1,20.0,528.0,81880.0,0.0,51175.0,64.0,13208.0,0.0,56.0,8.0,6960.0,24.0,0.0,8215.0,8255.0,8255.0,4028049.0,918.0,0.0,0.0,0.0,0.0,0.0,0.0,4929.0,8255.0,8255.0,4953.0,0.0,0.0,384.0,0.0,3.0,3.0,2610.0,0.0,0.0
342,0,0,0,0,0,0,1,0,20.0,444.0,78048.0,0.0,39024.0,36.0,5292.0,0.0,30.0,0.0,3012.0,12.0,318.0,4410.0,4410.0,4410.0,3825936.0,0.0,0.0,0.0,564.0,5640.0,1692.0,0.0,882.0,2646.0,2646.0,1764.0,0.0,0.0,0.0,53.0,0.0,0.0,1004.0,106.0,106.0
600,0,0,0,0,0,0,1,0,20.0,240.0,29744.0,0.0,29744.0,16.0,3576.0,4.0,20.0,4.0,1584.0,8.0,196.0,6258.0,6258.0,6258.0,3841600.0,0.0,0.0,0.0,1468.0,5872.0,2936.0,0.0,1788.0,3576.0,3576.0,1788.0,2.0,0.0,0.0,49.0,2.0,2.0,792.0,98.0,98.0
488,1,0,0,0,0,0,1,0,60.0,360.0,48738.0,0.0,40615.0,36.0,10800.0,0.0,42.0,6.0,2778.0,12.0,54.0,4910.0,5035.0,9000.0,4000000.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1964.0,5035.0,9000.0,3600.0,0.0,0.0,200.0,9.0,2.0,2.0,926.0,18.0,18.0
1725,1,0,0,0,0,0,1,1,120.0,612.0,70380.0,0.0,39100.0,81.0,16821.0,0.0,54.0,9.0,5553.0,36.0,0.0,9345.0,9345.0,9345.0,4028049.0,724.0,0.0,0.0,0.0,0.0,0.0,0.0,3738.0,9345.0,9345.0,7476.0,0.0,0.0,420.0,0.0,2.0,4.0,2468.0,0.0,0.0
2246,1,1,1,0,0,1,1,1,120.0,472.0,44544.0,851904.0,22272.0,64.0,13000.0,8.0,40.0,8.0,3960.0,24.0,8.0,7865.0,8125.0,8125.0,4028049.0,946.0,0.0,0.0,3146.0,15730.0,6292.0,0.0,3146.0,6500.0,6500.0,4875.0,3.0,0.0,246.0,1.0,2.0,3.0,1485.0,3.0,3.0
2847,0,0,0,0,0,0,1,0,50.0,360.0,50400.0,0.0,42000.0,36.0,9570.0,0.0,36.0,12.0,1440.0,12.0,396.0,4700.0,5960.0,7975.0,4000000.0,0.0,0.0,0.0,388.0,2328.0,1940.0,0.0,940.0,5960.0,7975.0,3190.0,0.0,0.0,0.0,66.0,2.0,4.0,480.0,132.0,132.0
806,1,0,0,0,0,0,1,0,60.0,640.0,78624.0,0.0,49140.0,64.0,16160.0,0.0,64.0,8.0,3728.0,24.0,112.0,5640.0,5710.0,10100.0,3980025.0,0.0,0.0,0.0,1168.0,3504.0,2920.0,0.0,2256.0,5710.0,10100.0,6060.0,0.0,0.0,0.0,14.0,2.0,3.0,1398.0,42.0,42.0
530,1,0,0,0,0,0,1,0,60.0,525.0,65625.0,0.0,46875.0,49.0,14658.0,0.0,56.0,7.0,4305.0,21.0,42.0,4560.0,4560.0,10470.0,4016016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1824.0,4560.0,10470.0,6282.0,0.0,0.0,364.0,6.0,2.0,3.0,1845.0,18.0,18.0
963,1,0,0,0,0,0,1,0,20.0,780.0,68742.0,0.0,34371.0,36.0,8472.0,6.0,36.0,6.0,3456.0,12.0,126.0,6960.0,7060.0,7060.0,3952144.0,0.0,0.0,0.0,2010.0,3015.0,3015.0,0.0,2784.0,4236.0,4236.0,4236.0,2.0,0.0,0.0,21.0,2.0,2.0,1728.0,63.0,42.0
2678,0,1,0,0,0,0,1,0,50.0,153.0,18360.0,0.0,30600.0,9.0,3486.0,3.0,18.0,0.0,774.0,9.0,228.0,3640.0,3640.0,5810.0,3802500.0,0.0,0.0,0.0,347.0,3817.0,1735.0,0.0,728.0,3640.0,5810.0,2324.0,3.0,0.0,0.0,76.0,0.0,0.0,516.0,152.0,228.0
171,0,1,0,0,0,0,0,0,50.0,220.0,35200.0,0.0,35200.0,16.0,4560.0,0.0,28.0,0.0,0.0,8.0,400.0,4032.0,5544.0,7980.0,4016016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3168.0,4560.0,2280.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,200.0,200.0
2401,1,0,0,0,0,0,1,1,60.0,504.0,183879.0,0.0,102155.0,81.0,24552.0,9.0,90.0,18.0,6354.0,36.0,9.0,9240.0,9240.0,13640.0,4024036.0,2610.0,0.0,0.0,4230.0,5640.0,7050.0,0.0,5544.0,9240.0,13640.0,10912.0,4.0,0.0,0.0,1.0,6.0,8.0,2824.0,4.0,4.0
805,1,0,0,0,0,0,1,0,60.0,595.0,73920.0,0.0,52800.0,49.0,13153.0,7.0,56.0,7.0,3311.0,21.0,112.0,5395.0,5395.0,9395.0,3976036.0,0.0,0.0,0.0,948.0,3792.0,2370.0,0.0,2158.0,5395.0,9395.0,5637.0,3.0,0.0,800.0,16.0,2.0,3.0,1419.0,48.0,48.0
2259,1,0,0,0,0,0,1,0,20.0,894.0,119748.0,2754204.0,79832.0,36.0,13674.0,0.0,42.0,6.0,2766.0,12.0,294.0,4680.0,18232.0,18232.0,3980025.0,2448.0,0.0,0.0,0.0,0.0,0.0,0.0,1170.0,9116.0,9116.0,6837.0,0.0,0.0,548.0,49.0,2.0,2.0,1383.0,147.0,98.0
1748,1,0,0,0,0,0,1,0,80.0,609.0,77588.0,0.0,55420.0,49.0,9618.0,7.0,56.0,7.0,2800.0,21.0,21.0,1920.0,3720.0,6870.0,4016016.0,0.0,0.0,0.0,384.0,1152.0,960.0,0.0,768.0,3720.0,6870.0,4122.0,3.0,0.0,200.0,3.0,2.0,3.0,1200.0,9.0,9.0
1361,0,1,0,0,0,0,1,0,70.0,360.0,61596.0,0.0,30798.0,36.0,9216.0,0.0,42.0,0.0,1848.0,12.0,336.0,4608.0,4608.0,9216.0,3810304.0,0.0,0.0,0.0,372.0,1860.0,1116.0,0.0,768.0,2304.0,4608.0,3072.0,0.0,0.0,0.0,56.0,0.0,0.0,616.0,112.0,112.0
1677,0,1,0,0,0,0,1,0,160.0,126.0,11340.0,0.0,5670.0,36.0,7308.0,0.0,42.0,0.0,1584.0,12.0,204.0,3360.0,3360.0,6090.0,3892729.0,285.0,0.0,0.0,356.0,1780.0,1068.0,0.0,672.0,2016.0,3654.0,2436.0,0.0,0.0,144.0,34.0,0.0,0.0,528.0,68.0,68.0
1406,0,0,0,0,0,0,1,0,20.0,510.0,62712.0,2999724.0,52260.0,36.0,6564.0,0.0,30.0,12.0,2970.0,12.0,330.0,5470.0,5470.0,5470.0,3814209.0,432.0,0.0,0.0,1000.0,3000.0,2500.0,0.0,2188.0,5470.0,5470.0,2188.0,0.0,0.0,0.0,55.0,4.0,4.0,990.0,110.0,110.0
2322,1,0,1,0,0,0,1,1,60.0,1176.0,162799.0,0.0,116285.0,49.0,14147.0,0.0,63.0,7.0,2954.0,21.0,0.0,4340.0,4435.0,10105.0,4024036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1736.0,4435.0,10105.0,6063.0,0.0,0.0,0.0,0.0,2.0,3.0,1266.0,0.0,0.0
688,0,0,0,0,0,0,1,0,60.0,456.0,45420.0,0.0,22710.0,36.0,10836.0,0.0,48.0,0.0,2898.0,12.0,270.0,3900.0,4965.0,9030.0,3857296.0,840.0,0.0,0.0,0.0,0.0,0.0,0.0,1560.0,2979.0,5418.0,3612.0,0.0,0.0,0.0,45.0,0.0,0.0,966.0,90.0,90.0
143,0,0,0,0,0,0,1,0,20.0,350.0,42000.0,0.0,25200.0,25.0,6570.0,5.0,25.0,0.0,1470.0,10.0,265.0,7884.0,7884.0,7884.0,3829849.0,0.0,0.0,0.0,922.0,5532.0,2766.0,0.0,1314.0,3942.0,3942.0,2628.0,2.0,0.0,250.0,53.0,0.0,0.0,588.0,106.0,106.0
804,1,0,0,0,0,0,1,0,60.0,525.0,65219.0,0.0,46585.0,49.0,12425.0,7.0,49.0,7.0,2975.0,21.0,112.0,3700.0,5030.0,8875.0,3972049.0,274.0,0.0,0.0,1026.0,3591.0,2565.0,0.0,1480.0,5030.0,8875.0,5325.0,3.0,0.0,468.0,16.0,2.0,3.0,1275.0,48.0,48.0
1214,0,0,0,0,0,1,1,0,80.0,492.0,54120.0,0.0,27060.0,36.0,8100.0,6.0,36.0,0.0,3120.0,12.0,264.0,6240.0,6750.0,6750.0,3857296.0,518.0,0.0,0.0,1248.0,3744.0,1872.0,0.0,2496.0,4050.0,4050.0,2700.0,2.0,0.0,176.0,44.0,0.0,0.0,1040.0,88.0,88.0
2828,0,1,0,0,0,1,1,1,180.0,210.0,22050.0,0.0,14700.0,36.0,6432.0,6.0,30.0,0.0,3150.0,12.0,6.0,2735.0,5360.0,5360.0,4024036.0,164.0,0.0,0.0,1094.0,5470.0,2188.0,0.0,1094.0,4288.0,4288.0,2144.0,2.0,0.0,0.0,1.0,0.0,0.0,1050.0,2.0,2.0
